元梦之星创作者平台LUA编程通用数据定义

充能大招列表
描述: 相关函数：设置玩家当前充能大招（SetRechargedAbility）
充能大招名字	充能大招ID
三重回旋镖	91002
雪人炮弹	91004
旋风锤	91006
喷气滑翔翼	91007
铁头冲锋	91008
陨石术	91009
魔法瓶	91010
芭蕉扇	91011
雷隐术	91012
能量护盾	91013
粘性炸弹	91014
守护精灵	91015
道具盲盒	91016
云朵方块	91018
冰雪公主	91020
反弹护盾	91021

动画列表
描述: 相关函数：让角色播放动作（PlayAnim）、让角色停止播放动作（StopAnim）
动画类型	动画名字	动画参数
图片	装饰	页签1	60010026
图片	装饰	页签2	60010027
图片	装饰	图标花纹底1	60010028
图片	装饰	图标花纹底2	60010029
图片	装饰	图标花纹底3	60010030
图片	装饰	花纹底板	60010031
图片	装饰	数据看板	60010032
图片	装饰	标题花纹	60010033
图片	装饰	古迹花纹	60010034
图片	装饰	标题背景7	60010035
图片	装饰	有翼边框	60030001
图片	装饰	普通边框	60030002
图片	装饰	灵魂图标	60030003
图片	装饰	火苗图标	60030004
图片	装饰	星宝小图标	60030005
图片	装饰	求救图标	60030006
图片	装饰	倒地图标	60030007
图片	装饰	受伤图标	60030008
图片	装饰	闹钟图标	60030009
图片	装饰	阵亡图标	60030010
图片	装饰	击败图标	60030011
图片	装饰	玩家图标	60030012
图片	装饰	皇冠图标	60030013
图片	装饰	花卉边框1	60030015
图片	装饰	花卉边框2	60030016
图片	装饰	水晶桃心	60030017
图片	装饰	雪花吊坠1	60030018
图片	装饰	雪花吊坠2	60030019
图片	装饰	奇幻标题	60030020
图片	装饰	女巫标识	60030021
图片	装饰	狼人标识	60030022
图片	装饰	彩带条幅	60030023
图片	装饰	完成标识	60030024
图片	装饰	售罄标识	60030025
图片	装饰	稀有度底板1	60030026
图片	装饰	稀有度底板2	60030027
图片	装饰	稀有度底板3	60030028
图片	装饰	稀有度底板4	60030029
图片	装饰	稀有度底板5	60030030
图片	装饰	稀有度标识1	60030031
图片	装饰	稀有度标识2	60030032
图片	装饰	稀有度标识3	60030033
图片	装饰	稀有度标识4	60030034
图片	装饰	稀有度标识5	60030035
图片	装饰	物品边框	60030036
图片	装饰	锁定标识	60030037
图片	装饰	泛光边框	60030038
图片	装饰	说明条幅1	60030039
图片	装饰	说明条幅2	60030040
图片	装饰	说明条幅3	60030041
图片	装饰	惊喜轮盘	60030042
图片	装饰	轮盘页块1	60030043
图片	装饰	轮盘页块2	60030044
图片	装饰	轮盘页块3	60030045
图片	装饰	轮盘装饰球	60030046
图片	装饰	页块边框	60030047
图片	装饰	分享图标	60030048
图片	装饰	祈愿图标	60030049
图片	装饰	战旗图标	60030050
图片	装饰	灯笼装饰	60030051
图片	装饰	盾纹装饰	60030052
图片	装饰	多选简标	60030053
图片	装饰	文本简标	60030054
图片	装饰	粉红气泡	60030055
图片	装饰	渐变红飘带	60030056
图片	装饰	分享图标2	60030057
图片	装饰	分享图标3	60030058
图片	装饰	选中边框	60030059
图片	装饰	服装图标	60030060
图片	装饰	地图图标	60030061
图片	装饰	MVP战旗1	60030062
图片	装饰	MVP战旗2	60030063
图片	装饰	普通战旗1	60030064
图片	装饰	普通战旗2	60030065
图片	装饰	红心图标	60030066
图片	装饰	灰心图标	60030067
图片	装饰	盗贼图标	60030068
图片	数字	0	70000001
图片	数字	1	70000002
图片	数字	2	70000003
图片	数字	3	70000004
图片	数字	4	70000005
图片	数字	5	70000006
图片	数字	6	70000007
图片	数字	7	70000008
图片	数字	8	70000009
图片	数字	9	70000010
图片	背包	白框方格	90000001
图片	背包	白框圆格	90000002
图片	背包	灰框方格	90000003
图片	背包	灰框圆格	90000004
图片	背包	蓝白方格	90000005
图片	背包	蓝白圆格	90000006
图片	背包	金属方格	90000007
图片	背包	金属圆格	90000008
图片	背包	木制方格	90000009
图片	背包	木制圆格	90000010
图片	背包	拖拽丢弃	90000011
图片	背包	拖拽出售	90000012
图片	指引	普通道具01	120000001
图片	指引	普通道具02	120000002
图片	指引	大门	120000003
图片	指引	电梯	120000004
图片	指引	普通机关	120000005
图片	指引	普通载具	120000006
图片	指引	保护目标	120000007
图片	指引	A点	120000008
图片	指引	B点	120000009
图片	指引	C点	120000010
图片	指引	D点	120000011
图片	指引	E点	120000012
图片	指引	F点	120000013
图片	指引	友方	120000014
图片	指引	敌方	120000015
文本	文本	默认	80000001
文本	文本	国风1	80000002
文本	文本	国风2	80000003
文本	文本	科技风	80000004
文本	文本	卡通1	80000005
文本	文本	卡通2	80000006
文本	文本	纸质	80000007
文本	文本	水墨	80000008
文本	文本	渐变	80000009
文本	文本	元梦1	80000010
文本	文本	元梦2	80000011
文本	文本	像素	80000012
进度条	条形	进度条1	110000001
进度条	条形	进度条2	110000002
进度条	条形	进度条3	110000003
进度条	条形	进度条4	110000004
进度条	条形	进度条5	110000005
进度条	条形	进度条6	110000006
进度条	条形	进度条背景1	110000007
进度条	条形	进度条背景2	110000008
进度条	条形	进度条背景3	110000009
进度条	条形	进度条背景4	110000010
进度条	条形	进度条背景5	110000011
进度条	条形	进度条背景6	110000012
进度条	环形	环形进度条1	110000013
进度条	环形	环形进度条2	110000014
进度条	环形	环形进度条3	110000015
进度条	环形	环形进度条4	110000016
进度条	环形	环形进度条5	110000017
进度条	环形	环形进度条背景1	110000018
进度条	环形	环形进度条背景2	110000019
进度条	环形	环形进度条背景3	110000020
进度条	环形	环形进度条背景4	110000021
进度条	环形	环形进度条背景5	110000022

物品列表
描述: 相关函数：创建物品（GenerateDropItem）、给玩家添加物品（AddItem）、扣除玩家物品（RemoveItem）、获取物品基础信息（GetItemInfo）、获取背包物品数量（GetItemCount）
物品类型	物品名字	物品ID
货币	金币	101001
货币	星空币	101002
货币	银币	101003
武器	步枪	100100001
武器	火箭筒	100100002
武器	机枪	100100003
武器	霰弹枪	100100004
武器	狙击枪	100100005
武器	手枪	100100006
武器	冲锋枪	100100007
武器	篮球枪	100100008
武器	电击枪	100100009
武器	球棒	100200001
装备	一级护甲	100300001
装备	二级护甲	100300002
装备	三级护甲	100300003
装备	一级头盔	100400001
装备	二级头盔	100400002
装备	三级头盔	100400003
其它	手雷	100500001
其它	烟雾弹	100600001
其它	充电宝	100700001
弹药	重型子弹	100800001
弹药	轻型子弹	100800002
弹药	特种弹	100800003

链式特效列表
描述: 相关函数：创建两点之间的链式特效（CreateChainParticle）
链式特效名字	链式特效类型
闪电链	224
火焰链	225
水柱链	226
旋风链	227
彩光链	228
白光链	272
箭头指引1	337
箭头指引2	338
光带链	339
爱心链	340
能量波	341
绳子	342
灵魂气流	343
铁链	344
水波链	345
彩带链	346
烟花链	347
祥云链	348
礼炮链	349
科技炮光链1	364
科技炮光链2	368
毒液链	372
磁能链	376
流光链	380

NPC外观列表
描述: 相关函数：给假人替换上指定外观（ChangeCharacterBody）
外观类型	外观名字	外观ID
套装	易斑斑	400020
套装	勇敢牛牛	400070
套装	虎子哥	400080
套装	哈士奇	400100
套装	好好鸭	400110
套装	胖胖达	400140
套装	鲨拉拉	400200
套装	巨鳄霸	400210
套装	冰糕糕	400230
套装	星骑士	400280
套装	紫萝萝	400380
套装	玫珊珊	400390
套装	荧光新秀	400410
套装	樱花蓝调	400420
套装	小红狐	400470
套装	羊小萌	400480
套装	星宝	490010
套装	怪兽1	490020
套装	怪兽2	490021
套装	怪兽3	490022
套装	怪兽4	490023
套装	怪兽5	490024
套装	怪兽6	490025
套装	怪兽7	490026
套装	怪兽8	490027
套装	怪兽9	490028
套装	轻型兽人	490031
套装	中型兽人	490032
套装	兽人射手	490033
套装	巨怪	490034
套装	豺狼人猎手	490035
套装	山地巨魔	490036
套装	克拉格	490037
套装	大富翁先生	490038
套装	狗头人工兵	490039
套装	巨魔	490040
套装	轻型火魔	490041
套装	地狱魔婴	490042
套装	地狱蝙蝠	490043
套装	小青蛙	402930
套装	鼠朵朵	402390
套装	卡皮巴拉	401370
套装	名侦探	400220
套装	星宝守护者	400270
套装	跆拳道新星	400860
套装	拳击少女	402080
套装	列车长	401970
套装	守护星	400870
套装	魔力厨娘	400880
套装	知识甜心	400890
套装	小猎人	403190
套装	糖果马戏班	402810
套装	潜修修	401770
套装	生日星	404590
套装	星世界鉴赏家	402360
套装	蓝跳跳	401760
套装	熊小豆	403200
套装	黄啾啾	404840
套装	狮子星	402670
套装	星牛仔	402350
套装	白羊星	402240
套装	巨蟹星	402520
套装	摩羯星	401250
套装	金牛星	402660
套装	ESTP行动派	404710
套装	冰霜蝙蝠	490046
套装	豺狼人投弹手	490049
套装	重型兽人	490051
套装	装甲巨怪	490052
套装	火魔	490054
套装	火魔霸主	490055
套装	火魔奔袭者	490056
套装	火魔法师	490057
套装	中型火魔	490058
套装	胆汁蝙蝠	490061
套装	狂野奔袭者	490062
套装	狗头人奔袭者	490063
套装	爆炸射手	490064
套装	ISFJ小天使	404880
套装	ISTJ物流师	404290
套装	海边假日	402250
上装	最佳员工上装	510005
上装	清爽运动上装	510008
上装	灰色边缘上装	510018
上装	星小递上装	510019
上装	篮球少年上装	510025
上装	彩虹旋律上装	510028
上装	烘焙甜心上装	510029
上装	摩登学院上装	510030
上装	红莓丝绒上装	510032
上装	三花摩卡上装	510043
上装	白桃气泡上装	510044
上装	蓝色童话上装	510045
上装	黑莓可可上装	510049
上装	蓝莓戚风上装	510050
上装	妙咖宝贝	510187
上装	精致领班上装	510213
上装	绅士礼服上装	510096
上装	翩翩长衫	510098
上装	铃兰物语	510327
上装	海岛风情上装	510350
上装	热带花舞上装	510351
上装	专业态度上装	510216
上装	荷风雅韵	510235
上装	职场萌星上装	510233
上装	活力绅士上装	510206
上装	霁雨初虹	510203
上装	青春领航上装	510156
上装	海岛一刻上装	510157
上装	青春筑梦上装	510170
上装	异域织梦	510173
上装	蒸汽工程上装	510172
上装	缤纷夏花上装	510191
上装	春日校园上装	510130
上装	春风探险上装	510131
上装	元气之星上装	510146
上装	邻家学妹上装	510133
上装	精英学姐上装	510134
上装	晚宴淑女上装	510150
上装	晚宴绅士上装	510151
上装	星夜绅士上装	510104
上装	荣誉新生上装	510119
上装	丝绒格调上装	510125
上装	芝士桃桃上装	510041
上装	沙滩旅客上装	510020
上装	少年时代上装	510080
上装	淑女礼裙	510097
下装	最佳员工下装	520005
下装	清爽运动下装	520008
下装	灰色边缘下装	520015
下装	星小递下装	520016
下装	彩虹旋律下装	520026
下装	烘焙甜心下装	520027
下装	摩登学院下装	520028
下装	红莓丝绒下装	520030
下装	三花摩卡下装	520033
下装	白桃气泡下装	520034
下装	蓝色童话下装	520035
下装	蓝莓戚风下装	520040
下装	精致领班下装	520150
下装	绅士礼服下装	520065
下装	海岛风情下装	520233
下装	热带花舞下装	520234
下装	专业态度下装	520153
下装	职场萌星下装	520162
下装	活力绅士下装	520145
下装	青春领航下装	520107
下装	海岛一刻下装	520108
下装	青春筑梦下装	520118
下装	蒸汽工程下装	520120
下装	缤纷夏花下装	520130
下装	春日校园下装	520086
下装	春风探险下装	520087
下装	元气之星下装	520099
下装	邻家学妹下装	520088
下装	精英学姐下装	520089
下装	晚宴绅士下装	520103
下装	星夜绅士下装	520066
下装	荣誉新生下装	520078
下装	丝绒格调下装	520083
下装	芝士桃桃下装	520031
下装	沙滩旅客下装	520017
下装	少年时代下装	520052
手套	最佳员工手套	530007
手套	星小递手套	530010
手套	清爽运动手套	530015
手套	灰色边缘手套	530017
手套	精致领班手套	530126
手套	绅士礼服手套	530045
手套	海岛风情手套	530209
手套	热带花舞手套	530210
手套	专业态度手套	530129
手套	职场萌星手套	530138
手套	活力绅士手套	530122
手套	青春领航手套	530084
手套	海岛一刻手套	530085
手套	青春筑梦手套	530095
手套	蒸汽工程手套	530097
手套	缤纷夏花手套	530107
手套	春日校园手套	530064
手套	春风探险手套	530065
手套	元气之星手套	530075
手套	邻家学妹手套	530066
手套	精英学姐手套	530067
手套	晚宴淑女手套	530080
手套	晚宴绅士手套	530079
手套	星夜绅士手套	530046
手套	荣誉新生手套	530056
手套	丝绒格调手套	530061
手套	少年时代手套	530031
面饰	猫爪眼镜	610001
面饰	超级玩家眼镜	610002
头饰	疑惑头饰	630005
头饰	大帅哥	630031
头饰	小公举	630032
头饰	来贴贴	630033
背饰	小恶魔吉他	620001
背饰	骑士背包	620011
背饰	狂想曲吉他	620082
背饰	追风头盔	620094
背饰	追梦头盔	620095
脸部	星眸	830001
脸部	星星眼	830003
脸部	微笑	830004
脸部	捣蛋鬼	830005
脸部	凝视	830006
脸部	无语流汗	830008
脸部	目瞪口呆	830009
脸部	滑稽	830010
脸部	昏昏欲睡	830011
脸部	无语凝噎	830012
脸部	晕头转向	830013
脸部	勃然大怒	830014
脸部	太难了	830015
脸部	害羞	830026
脸部	调皮	830027
脸部	恶心	830028
脸部	惊恐	830029
脸部	含泪	830030
脸部	倒霉	830031
脸部	翻白眼	830032
脸部	大崩溃	830033
脸部	大口亲亲	830034
脸部	长睫星眸	830036
脸部	笑哭了	830065
脸部	假生气	830067
脸部	糗大了	830068
脸部	小情绪	830069
脸部	哦哟	830070
脸部	忍不了	830071
脸部	吐舌头	830072
脸部	超然	830073
脸部	尬到飙汗	830074

道具列表
描述: 相关函数：让角色获得指定道具物品（AddProp）、判断角色是否持有指定道具（IsHoldingProp）、返回角色持有道具（GetCharacterCurrentProp）
道具名字	道具ID
烟花火箭	 1106025000000000
尖叫鸭	 1106022000000000
魔方	 1106039000000145
路障	 1106009000000001
撑杆	 1106039000000146
滑翔翼	 1106039000000147
雪人炸弹	 1106039000000011
云朵	 1106006000000000
回旋镖	 1106014000000000
香蕉皮	 1106002000000000
吸尘器	 1106039000000000
番茄	 1106001000000000
仙人掌锤	 1106033000000000
炸弹	 1106003000000000
变大汉堡	 1106004000000000
缩小药水	 1106004000000001
喷气背包	 1106007000000000
地雷	 1106018000000000
加速	 1106010000000000
弹板	 1106011000000001
充能飞牌	 1106039000000272
超级跳	 1106039000000283
钩爪	 1106039000000282
星梭	 1106039000000279
火箭鸭	 1106039000000285
彩虹鞋	 1106039000000284

皮肤属性列表
描述: 相关函数：设置元件皮肤参数（SetSkinParams）
皮肤属性名字	皮肤属性参数	参数范围或选项
纹理密度	UVScale	{Min=0.1, Max=10.0}
渐变轴向	GradingAxisIndex	X轴,Y轴,Z轴
渐变中心	GradingCenter	{Min=-1.0, Max=1.0}
渐变程度	GradingWidth	{Min=-1.0, Max=1.0}
流动速度	FlowSpeed	{Min=0.0, Max=1.0}
扭曲程度	FlowIntensity	{Min=0.0, Max=1.0}
半透明度	Translucent	{Min=0.0, Max=1.0}
自发光强度	EmissiveIntensity	{Min=0.0, Max=10.0}
起伏强度	LollipopAmplitude	{Min=0.0, Max=1.0}
起伏数量	LollipopPeriodLeftRight	{Min=0.0, Max=3.0}
圈圈数量	LollipopPeriodUpDown	{Min=1.0, Max=10.0}
透明度	Opacity	{Min=0.0, Max=1.0}
水面透明度	WaterScattring	{Min=0.3, Max=5.0}
水流速度	WaterSpeed	{Min=0.5, Max=2.0}
焦散大小	CausticsScale	{Min=5.0, Max=10.0}
焦散强度	CausticsStrength	{Min=0.0, Max=200.0}
水下雾开始距离	WaterFogStartDistance	{Min=0.0, Max=10000.0}
水下雾结束距离	WaterFogDepth	{Min=0.0, Max=25000.0}
水下雾中间过度	WaterFogPower	{Min=0.001, Max=2.0}
水透明度	WaterOpacity	{Min=0.0, Max=1.0}
玻璃透明度	GlassOpacity	{Min=0.0, Max=1.0}
图标密度	TriggerAreaShow	{Min=0.0, Max=10.0}
金属度	Metallic	{Min=0.0, Max=1.0}
粗糙度	Roughness	{Min=0.0, Max=1.0}
光滑度	NormalFlateness	{Min=-1.0, Max=1.0}
光源强度	LightIntenisty	{Min=0.0, Max=50.0}
射灯内角	SpotlightInner	{Min=1.0, Max=80.0}
射灯外角	SpotlightOuter	{Min=1.0, Max=80.0}
中心偏移	TubelightOffset	{Min=-1.0, Max=1.0}
边缘锋利度	CyberBoxEdgeSharpness	{Min=0.01, Max=45.0}
边缘宽度	CyberBoxEdgeWidth	{Min=-1.0, Max=1.0}
边缘亮度	CyberBoxEdgeIntensity	{Min=0.01, Max=50.0}
光球大小	InnerBoxScale	{Min=0.0, Max=10.0}
透明度	CloudOpacity	{Min=0.0, Max=20.0}
波纹显示	SurfaceIntencity	{Min=0.0, Max=1.0}
渐变区间	WorldPositionLerpColorDistance	{Min=0.0, Max=1.0}
中心点偏移	WorldPositionLerpColorOffset	{Min=-1.0, Max=1.0}
卡通程度	ToonStyle	{Min=0.0, Max=1.0}
内描边减淡	OutlineAlpha	{Min=0.0, Max=1.0}
阴影减淡	ShadowIntensity	{Min=0.0, Max=1.0}
透明深度	DistanceFade	{Min=0.0, Max=1.0}
自定义透明度	CustomOpacity	{Min=0.0, Max=1.0}
边缘宽度	RimWidth	{Min=0.0, Max=2.0}
边缘硬度	RimSoftness	{Min=0.0, Max=5.0}
贴花水平重复度	CurveGlobalTiling_U	{Min=0.0, Max=20.0}
贴花垂直重复度	CurveGlobalTiling_V	{Min=0.0, Max=20.0}
贴花水平偏移	CurveGlobalOffset_U	{Min=0.0, Max=5.0}
贴花垂直偏移	CurveGlobalOffset_V	{Min=0.0, Max=5.0}
贴花水平速度	CurveGlobalSpeed_U	{Min=0.0, Max=10.0}
贴花垂直速度	CurveGlobalSpeed_V	{Min=0.0, Max=10.0}
饱和度	Desaturation	{Min=0.0, Max=1.0}
辉光方向	GloWAxisIndex	X轴,Y轴
亮度	Brightness	{Min=0.0, Max=10.0}
辉光速度	GlowSpeed	{Min=0.0, Max=10.0}
辉光宽度	GlowWidth	{Min=0.0, Max=20.0}
扰动速度	DisturbSpeed	{Min=0.0, Max=1.0}
扰动强度	DisturbStrength	{Min=0.0, Max=1.0}
扰动密度	DisturbTilling	{Min=0.1, Max=1.0}
亮暗面过渡	MainLightSharpness	{Min=1.0, Max=2.0}
暗面光亮强度	ExtraBrightenOrDarken	{Min=0.5, Max=2.0}

皮肤材质列表
描述: 相关函数：设置元件皮肤（SetSkin）
皮肤材质名字	皮肤材质ID
方格	1
三角	2
渐变	4
螺旋	5
发光	6
星星墙纸	7
纯色	8
金属	9
玻璃	10
木板	11
砖墙	12
水泥	13
半透明	14
木纹	15
石头	16
草	17
水	18
土壤	19
沙子	20
晶石	21
岩浆	22
裂纹	23
珍珠	24
三叶草	25
冰块	26
金箔流沙	27
云纹	28
海洋纹	29
鱼鳞纹	30
水墨石砖	31
中式花纹1	32
中式花纹2	33
中式花纹3	34
中式花纹4	35
中式花纹5	36
中式花纹6	37
小叶紫檀	38
矩形青砖	39
长条青砖	40
方形青砖	41
红墙	42
幻夜星辉	43
布丁	44
针织	45
毛绒	46
布艺	47
镭射	48
婚纱	49
毛线	50
彩绘玻璃	51
彩虹	52
花窗玻璃	53
皮草	54
三丽鸥	55
海绵	56
鹅卵石	57
竖纹	58
木地板	59
拼接石板	60
皮革	61
迷彩	62
奶酪	63
铁板	64
竹编	65
雪痕砖块	66
泡沫板	67
公路	68
大理石地面	69
青石路	70
欧式花纹1	71
欧式花纹2	72
欧式花纹3	73
碎冰	74
流麻	75
科幻金属	76
雪山	77
秘银材质	80
光耀魔方材质	81
电路板材质	82
未来之网材质	83
三角碳钢材质	84
天宫装甲材质	85

天空盒列表
描述: 相关函数：设置天空环境（SetSkyboxDisplayID）
一级分类	天空盒名字	天空盒ID
普通天空盒	白天	1
普通天空盒	黑夜	2
普通天空盒	彩虹梦想	3
普通天空盒	遐想空间	4
普通天空盒	月圆之夜	5
普通天空盒	童话梦境	6
普通天空盒	海洋之歌	7
纯色天空盒	纯色	8
普通天空盒	宇宙	9
普通天空盒	云上之城	10
普通天空盒	黄昏	11
普通天空盒	海岛	12
普通天空盒	幽冥幻境	13
渐变天空盒	渐变天空	14
普通天空盒	雪山	15
普通天空盒	沙漠	16
普通天空盒	烟雨江南	17
普通天空盒	此间青绿	18
普通天空盒	江枫渔火	19
普通天空盒	盛世长安	20
普通天空盒	鲸落之海	21
普通天空盒	度假沙滩	22
普通天空盒	赛博世界	23
普通天空盒	香山紫烟	24
普通天空盒	糖果国度	25
普通天空盒	巨大星球	26
普通天空盒	梦幻宇宙	27
普通天空盒	极昼鎏金	28
普通天空盒	极夜流彩	29
普通天空盒	水母空间	30
普通天空盒	优雅花园	31
普通天空盒	静谧竹林	32
普通天空盒	奇幻森林	33
普通天空盒	清新田野	34
普通天空盒	天空之城	35
普通天空盒	梦之环	36
普通天空盒	梦之星	37
普通天空盒	卡纸乐园	38
普通天空盒	国潮迎春	39
普通天空盒	熔岩星球	40
普通天空盒	冰冻星球	41
普通天空盒	绚烂星云	42
普通天空盒	异世界	43
普通天空盒	恐怖树林	44
普通天空盒	梦核空间	45
普通天空盒	手绘海滩	46
普通天空盒	手绘海景	47
普通天空盒	云卷天宫	48
普通天空盒	海月潮升	49
普通天空盒	清凉海景	50
动态天空盒	镭射空间	51
动态天空盒	溯流光	52
动态天空盒	熠生辉	53
普通天空盒	魔法时刻	54
普通天空盒	墨色重峦	55
普通天空盒	魔法城堡-日	56
普通天空盒	魔法城堡-夜	57
普通天空盒	日暮山色	58
普通天空盒	植物王国	59
普通天空盒	星宝都市	60
普通天空盒	演唱会	61
普通天空盒	晴空之音	62
普通天空盒	漫画都市	63
普通天空盒	气球海洋	64
普通天空盒	植物王国-夜	65
普通天空盒	洞穴探秘	66
动态天空盒	轻风伴云	67
普通天空盒	花间野	68
普通天空盒	彩漫空间	69
普通天空盒	罗天仙境	70
普通天空盒	夏日沙滩	71
普通天空盒	异星幻景	72
普通天空盒	甜心乐园	73
普通天空盒	月沉星河	74
普通天空盒	马戏团奇妙夜	75
普通天空盒	花之精灵	76
动态天空盒	升腾气流	77
普通天空盒	星语星愿	78
动态天空盒	绮丽星辰	79
普通天空盒	甜品王国	80
普通天空盒	魔法小镇-日	81
普通天空盒	魔法小镇-夜	82
动态天空盒	极境流光	83
普通天空盒	漫卷云舒	84

说话者动作列表
描述: 相关函数：对玩家弹出对话框（ShowDialogue）
说话者动作名字	说话者动作参数
无	0
欢呼	200001
瑟瑟发抖	200002
致谢	200003
躺平	200004
比心	200005
挥手	200006
深度学习	200007
灵光一现	200008
原地起飞	200009
施展魔法	200010
准备起飞	200011
捧腹大笑	200012
小天鹅舞	200013
一起摇摆	200014
心动的感觉	200015
撒花	200016
原地睡觉	200017
尴尬抠抠	200018
偷偷流泪	200019
生气极了	200020
哈喽	200021
满头问号	200022
泡泡汽水	200023
动感节奏	200024
喷射上天	200025
鼓鼓掌	200026
害怕	200027
单手对话	200028
双手翘手	200029
双手叉腰	200030
单手指方向	200031
单手持物品	200032
双手举起	200033
双手解释	200034
强势对话	200035
点头回应	200036
单手拿手机	200037
单手吃东西	200038
双手持物	200039
高举东西	200040
蜷缩着害怕	200041
突然受惊	200042
单手摇手	200043
双手摇手	200044
单手捂嘴	200045
双手捂嘴	200046
单手摸头	200047
双手摸头	200048
我不听	200049
摆烂	200050
双手伸展	200051
事不关己	200052
满脸期待	200053
单手摸脸	200054
双手摸脸	200055
单手扶耳朵	200056
单手向上举	200057
祈祷	200058
好刺眼	200059
亮瞎眼	200060
单手放胸前	200061
双手放胸前	200062
单手捧腹	200063
双手捧腹	200064
